773869,767541,767542,717447,717446,717445,773062,767620,737529,717816,765604,767471,716339,773906,765273,716331,771667,716337,769953,769402,769403,769819,769405,716941,717578,716960,717804,767572,767573,773012,773013,764424,769388,716328,717819,769941,760987,718204,718045,769418,768066,772140,773927,760024,774012,774011,767609,769359,760650,716956,769831,761604,717495,716554,773953,767470,716955,764949,773954,767366,769444,773939,774067,769443,767750,767751,767610,773880,764766,717497,717490,717491,717492,717493,765176,717498,717499,765171,718064,718066,765164,769431,769430,717610,767053,767621,772596,772597,767350,767351,716571,773023,767585,773024,717483,718379,717481,717480,717486,764120,772151,718371,717489,717488,717818,718076,718072,767455,767454,761599,717099,773916,716968,769467,717576,717573,717572,717571,717570,764760,718089,769847,717608,767523,716942,718090,769867,717472,717473,759591,764781,765099,762329,716953,716951,767509,765182,769358,772513,716958,718496,769346,773904,718499,764853,761003,717502,759602,717504,763995,717508,765265,773996,773995,717469,717468,764106,717465,764794,717466,717461,717460,717463,717462,769345,716943,772669,717582,717583,717580,716949,717587,772178,717585,716939,768469,764101,767554,773975,773974,717510,717513,717825,767495,767494,717821,717823,717458,717459,769926,764858,717450,717452,717453,759772,717456,771673,772167,769372,774204,769806,717590,717592,717595,772168,718141,769373
64.375,67.625,67.125,61.5,66.875,68.75,65.125,67.125,59.625,62.75,55.5,66.5,64.25,68.5,60.375,67.5,37.75,63.125,59.75,62.125,67.25,41.25,54.625,58.125,65.125,64.25,61.25,62.75,66.875,47.375,57,67.75,65.125,66.875,64,62,64.375,60.75,60.75,62.375,64.5,66,62,64.875,55.875,67.75,63,60.125,60.25,62.25,42.25,48.25,65.125,63.5,55.75,60.5,51.57142857,60.25,63.875,59.875,64.625,64,52.5,66.25,68.25,68.875,66.375,64.5,67.875,67.25,63.125,66.25,64.625,59.125,68.25,52.25,58.125,61.25,66.125,69.375,69.75,63.5,64.25,68,56.875,64.375,65.25,65.75,61.25,63.625,67,55.25,66.875,65.375,65.125,57.625,69.125,66.5,62,67.375,60.125,65.5,63.75,66.25,65.25,69,66,66.875,63.625,55.75,67.375,65.75,63.125,66,68.625,61.5,67.125,69.25,65.375,68.375,61.375,53.75,65.25,69.375,62.125,50.125,61.75,66.875,67.125,58.5,66.125,66.375,65.75,61.75,67.25,65,66.375,63.875,67.875,63.625,57.625,64.625,59.75,63.5,58.125,66.75,66.25,60.625,63.75,69.5,61.25,53.125,61.375,63.125,63,63.375,54.75,65.125,64,67.375,67.125,68.25,67.625,69.375,65.5,55,70,68.25,62,64.5,58.375,64.5,63.625,63.75,53.625,69.875,64.75,62.375,64.75,52.125,61.625,63,67.14285714,67.625,63.875,63.125,63.375,64.125,66.875,69.875,67.75,62,66.75,57.625,52.625,69,43.5,45.625,65.5,64.5,66.42857143,66.875,59.375,69,59.25,69,61.875
62.66666667,68.55555556,65.44444444,62.44444444,64.44444444,68.11111111,65,65,57.44444444,63.33333333,58.77777778,58.44444444,66.44444444,65.44444444,56.11111111,65.44444444,39,63.77777778,63.11111111,66.11111111,65.77777778,56.77777778,50.77777778,56.22222222,66.88888889,54.44444444,67.88888889,61.55555556,67.55555556,46.77777778,67.77777778,67.88888889,68,67.44444444,66.44444444,67.22222222,63,64.33333333,64,61.88888889,66.77777778,64.55555556,64.44444444,64.33333333,66.44444444,64.11111111,58.88888889,65.22222222,60.33333333,63.11111111,52.33333333,52.11111111,68,56,60.88888889,60.22222222,44.44444444,61.22222222,62.33333333,57.77777778,62.11111111,69.44444444,34.66666667,65.77777778,67.11111111,67.55555556,57.88888889,66.77777778,65.55555556,68.22222222,63.33333333,62.33333333,67.77777778,61.88888889,67.77777778,54.66666667,46.11111111,61.33333333,68.11111111,64.88888889,66.77777778,64.77777778,66,64,59.77777778,65.33333333,66.88888889,65.22222222,61.77777778,66.44444444,65.88888889,56.77777778,69.44444444,67,65.77777778,57.44444444,69.55555556,69.11111111,59.55555556,67.33333333,63.11111111,62.77777778,63.44444444,64.22222222,65.33333333,69,66,67.33333333,57.88888889,60.55555556,63.55555556,68.11111111,57.77777778,67.77777778,65,62.77777778,68.44444444,69.55555556,62.55555556,66.33333333,58.11111111,54.66666667,67.66666667,68.44444444,62,55.22222222,67.22222222,67.11111111,68.77777778,63,61.33333333,64.66666667,55.55555556,63.33333333,62.33333333,68.88888889,67.22222222,63.55555556,68.22222222,61.55555556,69,67.44444444,61.33333333,62.88888889,61.11111111,64.22222222,68.11111111,64.55555556,67.77777778,67.75,58.44444444,49,58.66666667,58.55555556,65.125,64.5,52.55555556,68.88888889,63.44444444,65.22222222,65.77777778,69.22222222,69.22222222,69.33333333,68,50,69.11111111,66.77777778,66.55555556,67.33333333,55.33333333,66.55555556,66.55555556,65.77777778,59.88888889,66.88888889,67.44444444,62.22222222,62.22222222,52.33333333,47.66666667,67.11111111,64.5,69.11111111,63.88888889,60.44444444,65.77777778,63.88888889,69.33333333,63,67.66666667,67.33333333,66.66666667,65.77777778,51.66666667,69.11111111,39.88888889,50.66666667,69.875,66.66666667,58.55555556,62,61.11111111,64.44444444,55.88888889,68.44444444,62.875
64,63.75,60,59,66.5,66.25,64.5,64.25,63.875,65.375,61.375,62.375,64.75,65.25,61.875,67.875,35.25,63.875,35.625,65,69.125,49.125,55.625,59.125,67.875,63.125,63,64.5,59,47.75,61.57142857,66.5,68.5,65,66.25,51.25,63.875,64.875,65.625,64.625,65.85714286,65.875,65.25,64.125,65.75,67.125,61.25,59.25,58.14285714,59.625,43.625,50.625,66.125,59.125,62.375,63.625,51.25,62.625,61.5,64.375,60.375,58.75,50,67.375,63.375,63,65.625,66.625,67.5,69,60.625,59.875,66,60.5,69.25,54.375,58.875,59.375,60.5,61,56.875,66,64.5,59.375,60.625,61.125,66.75,63,63.625,66.75,61.375,56.875,69.25,64.75,65.75,58.375,69.75,67.25,63.125,65.25,59.5,61.5,65.125,63.875,67.375,69,66,69.625,69.75,54.875,65.25,67.5,62.625,66.375,65.75,61.75,64,66,64.75,68.5,61.5,50.875,64.75,68,63.125,56.5,52.125,66,67,60.25,60.75,63,62.125,61.625,65.375,64.125,65.625,64.125,68.375,65.25,57.125,68.125,60.875,58.125,59.75,68,67.25,61.875,64.375,69,59.625,57.75,59.5,64.125,62.5,64.25,54.125,65.625,55.83333333,65.5,66.375,64.875,67,69.5,67.625,54.875,70,64,67.375,65.25,58.125,64.625,67.375,66.75,56,68.75,65.625,61,63.5,56.125,61.375,64.125,66,68.625,67.25,64,66.875,65,65.5,54.875,68.75,67.375,65.75,56.25,49.375,67.25,38.25,44.125,69,56.5,59.25,68.125,62.5,65.625,61.375,69.85714286,62
61.77777778,65.5,62.55555556,59.88888889,66.77777778,67.16666667,63.22222222,65.27777778,63.58333333,64.69444444,62.13888889,63.69444444,64.05555556,65.27777778,60.47222222,68.02777778,39.5,64.25,37.52777778,65.66666667,67.75,50.30555556,53.41666667,60.63888889,68.25,64.08333333,64.66666667,64.11111111,61.11111111,49.94444444,60.71428571,66.77777778,67.77777778,65.22222222,65.83333333,53.38888889,65.91666667,65.58333333,63.75,64.19444444,63.12698413,64.91666667,66.5,64.63888889,67.16666667,66.97222222,62.38888889,59.94444444,56.92857143,61.19444444,46.41666667,50.08333333,66.08333333,57.30555556,61.36111111,62.86111111,51.61111111,63.41666667,62,60.36111111,57.91666667,58.61111111,44,65.47222222,64.36111111,63.88888889,66.30555556,67.63888889,67.66666667,67.88888889,62.08333333,58.25,66.66666667,61.77777778,69.05555556,52.47222222,54.58333333,61.80555556,63.66666667,63.77777778,61.25,64.22222222,59.44444444,62.36111111,61.63888889,61.97222222,67.5,63.11111111,64.41666667,66.83333333,59.80555556,58.91666667,69.27777778,63.38888889,66.61111111,57.25,69.83333333,67.83333333,62.08333333,66.27777778,60.11111111,60.22222222,64.63888889,64.80555556,67.36111111,69,66,69.75,69.83333333,55.47222222,66.61111111,68,59.30555556,67.02777778,65.94444444,59.72222222,65.44444444,66.66666667,65.83333333,68.22222222,60.33333333,45.02777778,65.94444444,68.55555556,59.86111111,53.44444444,48.75,66.33333333,67.88888889,61.27777778,61.27777778,61.66666667,64.19444444,62.52777778,64.36111111,65.30555556,64.97222222,62.41666667,67.80555556,65.61111111,60.86111111,67.63888889,60.36111111,58.08333333,59.61111111,66,65.38888889,62.58333333,62.91666667,68.66666667,61.19444444,57.5,57.55555556,64.41666667,63.11111111,64.94444444,54.41666667,66.97222222,54.55555556,64.22222222,64.47222222,66.47222222,67.66666667,68.88888889,67.41666667,58.80555556,70,66,65.58333333,66.83333333,58.08333333,62.75,66.02777778,64.27777778,58.33333333,68.83333333,64.19444444,62.33333333,62.66666667,51.97222222,62.91666667,64.30555556,64,68.52777778,65.94444444,63.77777778,66.58333333,62.88888889,66.77777778,54.69444444,67.72222222,66.80555556,65.94444444,58.38888889,51.13888889,68.16666667,37.83333333,43.41666667,69.33333333,60.44444444,58.61111111,67.41666667,59.88888889,65.30555556,60.13888889,69.57142857,60.44444444
59.55555556,67.25,65.11111111,60.77777778,67.05555556,68.08333333,61.94444444,66.30555556,63.29166667,64.01388889,62.90277778,65.01388889,63.36111111,65.30555556,59.06944444,68.18055556,43.75,64.625,39.43055556,66.33333333,66.375,51.48611111,51.20833333,62.15277778,68.625,65.04166667,66.33333333,63.72222222,63.22222222,52.13888889,59.85714286,67.05555556,67.05555556,65.44444444,65.41666667,55.52777778,67.95833333,66.29166667,61.875,63.76388889,60.3968254,63.95833333,67.75,65.15277778,68.58333333,66.81944444,63.52777778,60.63888889,55.71428571,62.76388889,49.20833333,49.54166667,66.04166667,55.48611111,60.34722222,62.09722222,51.97222222,64.20833333,62.5,56.34722222,55.45833333,58.47222222,38,63.56944444,65.34722222,64.77777778,66.98611111,68.65277778,67.83333333,66.77777778,63.54166667,56.625,67.33333333,63.05555556,68.86111111,50.56944444,50.29166667,64.23611111,66.83333333,66.55555556,65.625,62.44444444,54.38888889,65.34722222,62.65277778,62.81944444,68.25,63.22222222,65.20833333,66.91666667,58.23611111,60.95833333,69.30555556,62.02777778,67.47222222,56.125,69.91666667,68.41666667,61.04166667,67.30555556,60.72222222,58.94444444,64.15277778,65.73611111,67.34722222,69,66,69.875,69.91666667,56.06944444,67.97222222,68.5,55.98611111,67.68055556,66.13888889,57.69444444,66.88888889,67.33333333,66.91666667,67.94444444,59.16666667,39.18055556,67.13888889,69.11111111,56.59722222,50.38888889,45.375,66.66666667,68.77777778,62.30555556,61.80555556,60.33333333,66.26388889,63.43055556,63.34722222,66.48611111,64.31944444,60.70833333,67.23611111,65.97222222,64.59722222,67.15277778,59.84722222,58.04166667,59.47222222,64,63.52777778,63.29166667,61.45833333,68.33333333,62.76388889,57.25,55.61111111,64.70833333,63.72222222,65.63888889,54.70833333,68.31944444,53.27777778,62.94444444,62.56944444,68.06944444,68.33333333,68.27777778,67.20833333,62.73611111,70,68,63.79166667,68.41666667,58.04166667,60.875,64.68055556,61.80555556,60.66666667,68.91666667,62.76388889,63.66666667,61.83333333,47.81944444,64.45833333,64.48611111,62,68.43055556,64.63888889,63.55555556,66.29166667,60.77777778,68.05555556,54.51388889,66.69444444,66.23611111,66.13888889,60.52777778,52.90277778,69.08333333,37.41666667,42.70833333,69.66666667,64.38888889,57.97222222,66.70833333,57.27777778,64.98611111,58.90277778,69.28571429,58.88888889
57.33333333,69,67.66666667,61.66666667,67.33333333,69,60.66666667,67.33333333,63,63.33333333,63.66666667,66.33333333,62.66666667,65.33333333,57.66666667,68.33333333,48,65,41.33333333,67,65,52.66666667,49,63.66666667,69,66,68,63.33333333,65.33333333,54.33333333,59,67.33333333,66.33333333,65.66666667,65,57.66666667,70,67,60,63.33333333,57.66666667,63,69,65.66666667,70,66.66666667,64.66666667,61.33333333,54.5,64.33333333,52,49,66,53.66666667,59.33333333,61.33333333,52.33333333,65,63,52.33333333,53,58.33333333,32,61.66666667,66.33333333,65.66666667,67.66666667,69.66666667,68,65.66666667,65,55,68,64.33333333,68.66666667,48.66666667,46,66.66666667,70,69.33333333,70,60.66666667,49.33333333,68.33333333,63.66666667,63.66666667,69,63.33333333,66,67,56.66666667,63,69.33333333,60.66666667,68.33333333,55,70,69,60,68.33333333,61.33333333,57.66666667,63.66666667,66.66666667,67.33333333,69,66,70,70,56.66666667,69.33333333,69,52.66666667,68.33333333,66.33333333,55.66666667,68.33333333,68,68,67.66666667,58,33.33333333,68.33333333,69.66666667,53.33333333,47.33333333,42,67,69.66666667,63.33333333,62.33333333,59,68.33333333,64.33333333,62.33333333,67.66666667,63.66666667,59,66.66666667,66.33333333,68.33333333,66.66666667,59.33333333,58,59.33333333,62,61.66666667,64,60,68,64.33333333,57,53.66666667,65,64.33333333,66.33333333,55,69.66666667,52,61.66666667,60.66666667,69.66666667,69,67.66666667,67,66.66666667,70,70,62,70,58,59,63.33333333,59.33333333,63,69,61.33333333,65,61,43.66666667,66,64.66666667,60,68.33333333,63.33333333,63.33333333,66,58.66666667,69.33333333,54.33333333,65.66666667,65.66666667,66.33333333,62.66666667,54.66666667,70,37,42,70,68.33333333,57.33333333,66,54.66666667,64.66666667,57.66666667,69,57.33333333
66.5,63.875,67.875,62.375,64.375,67.75,65.125,64.875,56.25,63,58.625,69,64.625,60.375,56.85714286,64.5,37,66.625,48.875,65.125,65.875,51.625,51.75,54.125,67.75,62.875,64.375,63,69.625,48.5,62.625,66.625,63.625,65.25,66.14285714,48.875,65.875,65.125,66.375,62.875,65.5,65.5,69.75,57.75,62.75,63.875,60.625,57.875,63.625,58.875,50.75,55.25,60.375,54,64.125,62.5,56.71428571,62,55.875,57.125,55,65.625,37.875,66.375,62.75,67.5,69.5,66,65.625,68.125,59.5,53.125,67,54.25,68.875,55.5,56.25,61.25,70,68.625,67.25,61.875,58.375,66,57.75,65.125,63,63.25,61.75,65.125,65.75,59,66.57142857,66.375,66.125,52.875,69.375,69.625,59.75,67.25,59.375,61.25,58.75,60.875,66.125,69,66,68,70,55.75,62.875,67.5,54.875,66.125,64.25,62.875,65.875,66,61.5,55.5,57.875,46.75,62,65.5,61.75,52.625,31.75,63.875,68.5,59.5,61,64.5,70,58.875,66.75,63.5,60.25,63.875,68.125,57.875,65.875,57.75,62.375,62.5,63.125,69.625,63.625,60.375,64.625,68,56.375,50.5,63.5,62.75,65.25,60.25,51.75,68.375,56.5,66,67.125,67.625,67.75,69.125,64.25,39.5,70,61.75,68,68.5,53.375,69.875,58,68.625,56.25,68.125,66.75,64.375,61.875,56.5,51.75,63.25,67.125,68.625,65,57.875,65,63.5,67.5,57.5,67.5,65.375,66.625,57.375,52,68,35.25,41.25,69.375,59.5,44.625,64.25,62.625,65.5,51,69.375,61.25
63.625,67.25,63.25,60.5,57.375,65.5,64.625,65.5,60.375,66.625,53,68.375,63.375,59.375,63.25,66.625,37,62.125,42,66.375,66.125,52.75,51.75,54.875,65.875,61.375,56.375,64,65.25,50,61.75,67.5,63.625,63,66.625,53.25,62.75,65.75,60.25,60.75,64.375,64.875,68.125,64,63,66,61.75,58.25,57.375,62.375,50,46.375,66.375,55.375,61.75,57.75,59.5,63.5,55.75,62.25,61.75,59.625,36.5,64.875,64.375,66.875,64.25,68.25,64,64.375,63.5,61.75,62.125,58.125,69.125,52.375,56.75,60.375,62.75,64.75,69.625,63.75,65.5,65.875,53.75,61.75,65.375,63.625,63,68.25,68,53.25,66.875,63.5,67,60.875,69.5,68.75,54.25,67.375,58.125,65,60.5,66.5,66.5,69,66,69.625,69.375,54.625,65.75,63.25,60.25,56.25,61.125,62.25,59.5,63.125,67.125,64.875,57.125,42.25,68.875,69,52.25,55.75,43,62.125,65.625,64.5,63.5,64.125,67.75,63.28571429,68.25,64,62.25,59.875,69.125,63.125,62.875,60,58.125,52.125,62.875,66.5,66.375,62.125,63.125,67.85714286,57.375,56.625,59.875,66.625,62.125,59,52.125,64.25,54.125,66.25,64.375,66.625,65.875,70,65,49.125,70,68.5,67.125,65,55.875,63.625,56.625,65.25,60.5,67.875,69.625,64.5,62.375,57,46.625,63,67.375,63.75,65.125,65.375,65.75,63.125,65.75,47.5,67.875,64.625,64.25,47,53.625,67.57142857,40.875,52,65.875,59.75,64.125,66.125,62.375,67.5,52,68.625,59.375
68.75,65.25,63.5,63,65.125,68,65.125,63.75,62.625,66.75,56.875,65.75,56.25,67.375,56.625,65.25,38.125,65.625,30.375,65.75,66,45.375,53.625,55.625,66.625,63.625,66.25,61.25,56.875,50.375,61.125,69.5,65.625,55.875,53,44.875,60.125,67.875,60.5,58.75,64.625,66.375,66,59.75,67,67.125,58,54.75,56.875,57.625,45.125,51.125,65.125,59.375,63.875,59.625,45.5,62.625,61.375,51,60.875,54.875,47.75,64.875,67.75,59.75,61.375,64.625,64.875,66.25,64.25,63.125,61.375,61.125,69,51.375,54,63.25,65.125,61.125,61.125,60.625,61.75,65,58.25,66.125,65.75,64.375,64.5,61.125,56.375,57.25,67.625,64,64.5,56.25,69,66.75,58.75,68.125,60.5,60.75,61.625,62.125,54.625,69,66,67.625,65.125,61.875,63.375,68.375,60.375,60.875,65.75,66.875,63.625,66.5,62.625,68.625,60,45.625,70,66.875,55.25,55.875,34.5,67,66.5,61.375,62,63.25,65.125,51.71428571,64,65.625,62.25,62.875,67.875,63.625,61.5,63.75,64.125,56.875,62.5,66.875,57.125,62,65.75,69.71428571,59.25,48.5,61.875,65.625,62,64.28571429,45.375,65.375,58.42857143,67.875,66,67.875,66.25,69,61.75,48,69.75,64.875,66.25,67.625,55.75,64.25,62.75,56.125,57,68.5,67.125,62.5,55.875,54.875,44.5,65.5,68.14285714,67.75,64,61.75,61.875,57.375,68.75,51.875,68.25,65.875,67.875,60.875,59.375,68.5,39.375,52.5,68.375,61.25,64.375,66.5,66.25,64.375,48.625,67.625,61.75
